ubuntu@ip-172-31-38-101:~/ecse420-project/cifar10$ time python cifar10_multi_gpu_train.py --num_gpus=1
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcublas.so.7.5 locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcudnn.so.5 locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcufft.so.7.5 locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcuda.so.1 locally
I tensorflow/stream_executor/dso_loader.cc:111] successfully opened CUDA library libcurand.so.7.5 locally
Filling queue with 20000 CIFAR images before starting to train. This will take a few minutes.
I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:925] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
I tensorflow/core/common_runtime/gpu/gpu_device.cc:951] Found device 0 with properties:
name: Tesla K80
major: 3 minor: 7 memoryClockRate (GHz) 0.8235
pciBusID 0000:00:1e.0
Total memory: 11.25GiB
Free memory: 11.13GiB
I tensorflow/core/common_runtime/gpu/gpu_device.cc:972] DMA: 0
I tensorflow/core/common_runtime/gpu/gpu_device.cc:982] 0:   Y
I tensorflow/core/common_runtime/gpu/gpu_device.cc:1041] Creating TensorFlow device (/gpu:0) -> (device: 0, name: Tesla K80, pci bus id: 0000:00:1e.0)
2016-11-28 18:20:01.585815: step 0, loss = 4.67 (1.8 examples/sec; 70.150 sec/batch)
2016-11-28 18:22:47.924202: step 1030, loss = 2.34 (830.8 examples/sec; 0.154 sec/batch)
2016-11-28 18:22:49.509333: step 1040, loss = 2.53 (789.5 examples/sec; 0.162 sec/batch)
2016-11-28 18:22:51.130413: step 1050, loss = 2.36 (798.6 examples/sec; 0.160 sec/batch)
2016-11-28 18:22:52.751462: step 1060, loss = 2.31 (797.5 examples/sec; 0.161 sec/batch)
2016-11-28 18:22:54.356304: step 1070, loss = 2.51 (777.0 examples/sec; 0.165 sec/batch)
2016-11-28 18:22:55.976854: step 1080, loss = 2.42 (807.2 examples/sec; 0.159 sec/batch)
2016-11-28 18:22:57.597104: step 1090, loss = 2.35 (821.3 examples/sec; 0.156 sec/batch)
2016-11-28 18:22:59.222678: step 1100, loss = 2.45 (806.1 examples/sec; 0.159 sec/batch)
2016-11-28 18:23:01.047757: step 1110, loss = 2.37 (796.1 examples/sec; 0.161 sec/batch)
2016-11-28 18:23:02.673547: step 1120, loss = 2.31 (777.2 examples/sec; 0.165 sec/batch)
2016-11-28 18:23:04.295348: step 1130, loss = 2.27 (768.5 examples/sec; 0.167 sec/batch)
2016-11-28 18:23:05.920735: step 1140, loss = 2.22 (767.5 examples/sec; 0.167 sec/batch)
2016-11-28 18:23:07.536212: step 1150, loss = 2.20 (802.1 examples/sec; 0.160 sec/batch)
2016-11-28 18:23:09.149873: step 1160, loss = 2.31 (776.3 examples/sec; 0.165 sec/batch)
2016-11-28 18:23:10.769890: step 1170, loss = 2.21 (799.2 examples/sec; 0.160 sec/batch)
2016-11-28 18:23:12.387920: step 1180, loss = 2.24 (806.5 examples/sec; 0.159 sec/batch)
2016-11-28 18:23:14.006942: step 1190, loss = 2.49 (799.4 examples/sec; 0.160 sec/batch)
2016-11-28 18:23:15.633435: step 1200, loss = 2.26 (773.5 examples/sec; 0.165 sec/batch)
2016-11-28 18:23:17.468115: step 1210, loss = 2.19 (781.9 examples/sec; 0.164 sec/batch)
2016-11-28 18:23:19.092014: step 1220, loss = 2.35 (769.7 examples/sec; 0.166 sec/batch)
2016-11-28 18:23:20.704313: step 1230, loss = 2.62 (793.1 examples/sec; 0.161 sec/batch)
2016-11-28 18:23:22.319894: step 1240, loss = 2.37 (809.1 examples/sec; 0.158 sec/batch)
2016-11-28 18:23:23.931884: step 1250, loss = 2.03 (822.2 examples/sec; 0.156 sec/batch)
2016-11-28 18:23:25.557178: step 1260, loss = 2.05 (768.9 examples/sec; 0.166 sec/batch)
2016-11-28 18:23:27.178091: step 1270, loss = 2.12 (773.8 examples/sec; 0.165 sec/batch)
2016-11-28 18:23:28.792914: step 1280, loss = 2.30 (788.5 examples/sec; 0.162 sec/batch)
2016-11-28 18:23:30.422288: step 1290, loss = 1.98 (779.4 examples/sec; 0.164 sec/batch)
2016-11-28 18:23:32.053590: step 1300, loss = 2.15 (788.6 examples/sec; 0.162 sec/batch)
2016-11-28 18:23:33.831861: step 1310, loss = 2.01 (828.8 examples/sec; 0.154 sec/batch)
2016-11-28 18:23:35.404961: step 1320, loss = 2.14 (808.1 examples/sec; 0.158 sec/batch)
2016-11-28 18:23:36.978447: step 1330, loss = 2.10 (781.5 examples/sec; 0.164 sec/batch)
2016-11-28 18:23:38.570029: step 1340, loss = 2.21 (784.0 examples/sec; 0.163 sec/batch)
2016-11-28 18:23:40.177958: step 1350, loss = 1.98 (774.1 examples/sec; 0.165 sec/batch)
2016-11-28 18:23:41.817691: step 1360, loss = 2.06 (787.3 examples/sec; 0.163 sec/batch)
2016-11-28 18:23:43.436424: step 1370, loss = 2.05 (803.3 examples/sec; 0.159 sec/batch)
2016-11-28 18:23:45.057489: step 1380, loss = 2.16 (797.8 examples/sec; 0.160 sec/batch)
2016-11-28 18:23:46.685067: step 1390, loss = 1.96 (754.2 examples/sec; 0.170 sec/batch)
2016-11-28 18:23:48.296212: step 1400, loss = 2.02 (793.0 examples/sec; 0.161 sec/batch)
2016-11-28 18:23:50.123383: step 1410, loss = 2.00 (776.0 examples/sec; 0.165 sec/batch)
2016-11-28 18:23:51.752119: step 1420, loss = 1.88 (785.6 examples/sec; 0.163 sec/batch)
2016-11-28 18:23:53.363325: step 1430, loss = 2.02 (803.5 examples/sec; 0.159 sec/batch)
2016-11-28 18:23:54.987122: step 1440, loss = 2.02 (779.1 examples/sec; 0.164 sec/batch)
2016-11-28 18:23:56.605321: step 1450, loss = 2.04 (787.9 examples/sec; 0.162 sec/batch)
2016-11-28 18:23:58.239091: step 1460, loss = 2.28 (776.5 examples/sec; 0.165 sec/batch)
2016-11-28 18:23:59.852533: step 1470, loss = 2.00 (804.9 examples/sec; 0.159 sec/batch)
2016-11-28 18:24:01.480153: step 1480, loss = 1.99 (754.5 examples/sec; 0.170 sec/batch)
2016-11-28 18:24:03.090376: step 1490, loss = 1.95 (805.2 examples/sec; 0.159 sec/batch)
2016-11-28 18:24:04.718587: step 1500, loss = 1.86 (813.7 examples/sec; 0.157 sec/batch)
2016-11-28 18:24:06.554057: step 1510, loss = 2.24 (811.1 examples/sec; 0.158 sec/batch)
2016-11-28 18:24:08.175869: step 1520, loss = 2.43 (783.8 examples/sec; 0.163 sec/batch)
2016-11-28 18:24:09.790662: step 1530, loss = 1.86 (801.4 examples/sec; 0.160 sec/batch)
2016-11-28 18:24:11.419330: step 1540, loss = 1.78 (776.3 examples/sec; 0.165 sec/batch)
2016-11-28 18:24:13.039344: step 1550, loss = 1.92 (760.8 examples/sec; 0.168 sec/batch)
2016-11-28 18:24:14.653654: step 1560, loss = 1.98 (805.5 examples/sec; 0.159 sec/batch)
2016-11-28 18:24:16.276268: step 1570, loss = 2.02 (808.5 examples/sec; 0.158 sec/batch)
2016-11-28 18:24:17.893153: step 1580, loss = 1.78 (779.0 examples/sec; 0.164 sec/batch)
2016-11-28 18:24:19.497013: step 1590, loss = 1.93 (818.2 examples/sec; 0.156 sec/batch)
2016-11-28 18:24:21.114469: step 1600, loss = 2.20 (781.5 examples/sec; 0.164 sec/batch)
2016-11-28 18:24:22.939437: step 1610, loss = 1.87 (790.1 examples/sec; 0.162 sec/batch)
2016-11-28 18:24:24.553510: step 1620, loss = 1.95 (795.0 examples/sec; 0.161 sec/batch)
2016-11-28 18:24:26.182448: step 1630, loss = 1.84 (766.2 examples/sec; 0.167 sec/batch)
2016-11-28 18:24:27.797648: step 1640, loss = 1.78 (780.1 examples/sec; 0.164 sec/batch)
2016-11-28 18:24:29.419710: step 1650, loss = 1.83 (802.2 examples/sec; 0.160 sec/batch)
2016-11-28 18:24:31.042801: step 1660, loss = 1.88 (755.2 examples/sec; 0.170 sec/batch)
2016-11-28 18:24:32.664268: step 1670, loss = 1.74 (775.7 examples/sec; 0.165 sec/batch)
2016-11-28 18:24:34.292960: step 1680, loss = 1.85 (737.6 examples/sec; 0.174 sec/batch)
2016-11-28 18:24:35.902565: step 1690, loss = 1.69 (779.2 examples/sec; 0.164 sec/batch)
2016-11-28 18:24:37.522470: step 1700, loss = 1.96 (754.9 examples/sec; 0.170 sec/batch)
2016-11-28 18:24:39.332730: step 1710, loss = 1.95 (799.9 examples/sec; 0.160 sec/batch)
2016-11-28 18:24:40.952664: step 1720, loss = 1.84 (780.3 examples/sec; 0.164 sec/batch)
2016-11-28 18:24:42.569298: step 1730, loss = 1.75 (806.4 examples/sec; 0.159 sec/batch)
2016-11-28 18:24:44.183292: step 1740, loss = 1.81 (788.0 examples/sec; 0.162 sec/batch)
2016-11-28 18:24:45.807492: step 1750, loss = 1.81 (794.8 examples/sec; 0.161 sec/batch)
2016-11-28 18:24:47.421933: step 1760, loss = 1.76 (782.4 examples/sec; 0.164 sec/batch)
2016-11-28 18:24:49.042958: step 1770, loss = 1.79 (797.2 examples/sec; 0.161 sec/batch)
2016-11-28 18:24:50.671726: step 1780, loss = 1.73 (811.0 examples/sec; 0.158 sec/batch)
2016-11-28 18:24:52.286122: step 1790, loss = 1.78 (805.9 examples/sec; 0.159 sec/batch)
2016-11-28 18:24:53.899399: step 1800, loss = 1.71 (765.7 examples/sec; 0.167 sec/batch)
2016-11-28 18:24:55.722809: step 1810, loss = 1.92 (807.0 examples/sec; 0.159 sec/batch)
2016-11-28 18:24:57.339923: step 1820, loss = 1.69 (810.8 examples/sec; 0.158 sec/batch)
2016-11-28 18:24:58.960783: step 1830, loss = 1.91 (808.8 examples/sec; 0.158 sec/batch)
2016-11-28 18:25:00.576131: step 1840, loss = 1.71 (794.6 examples/sec; 0.161 sec/batch)
2016-11-28 18:25:02.196350: step 1850, loss = 1.89 (788.2 examples/sec; 0.162 sec/batch)
2016-11-28 18:25:03.821651: step 1860, loss = 1.78 (768.0 examples/sec; 0.167 sec/batch)
2016-11-28 18:25:05.447357: step 1870, loss = 1.62 (757.0 examples/sec; 0.169 sec/batch)
2016-11-28 18:25:07.075440: step 1880, loss = 1.79 (780.2 examples/sec; 0.164 sec/batch)
2016-11-28 18:25:08.701327: step 1890, loss = 1.70 (760.5 examples/sec; 0.168 sec/batch)
2016-11-28 18:25:10.324589: step 1900, loss = 1.92 (761.6 examples/sec; 0.168 sec/batch)
2016-11-28 18:25:12.114601: step 1910, loss = 1.63 (800.5 examples/sec; 0.160 sec/batch)
2016-11-28 18:25:13.689112: step 1920, loss = 1.72 (842.6 examples/sec; 0.152 sec/batch)
2016-11-28 18:25:15.270608: step 1930, loss = 1.74 (832.6 examples/sec; 0.154 sec/batch)
2016-11-28 18:25:16.899337: step 1940, loss = 1.86 (758.7 examples/sec; 0.169 sec/batch)
2016-11-28 18:25:18.509554: step 1950, loss = 1.66 (779.9 examples/sec; 0.164 sec/batch)
2016-11-28 18:25:20.137683: step 1960, loss = 1.60 (793.6 examples/sec; 0.161 sec/batch)
2016-11-28 18:25:21.755280: step 1970, loss = 1.55 (771.7 examples/sec; 0.166 sec/batch)
2016-11-28 18:25:23.367712: step 1980, loss = 2.01 (809.3 examples/sec; 0.158 sec/batch)
2016-11-28 18:25:24.984235: step 1990, loss = 1.67 (810.4 examples/sec; 0.158 sec/batch)
2016-11-28 18:25:26.603826: step 2000, loss = 1.58 (801.7 examples/sec; 0.160 sec/batch)
2016-11-28 18:25:28.784162: step 2010, loss = 1.66 (836.2 examples/sec; 0.153 sec/batch)
2016-11-28 18:25:30.351325: step 2020, loss = 1.79 (829.0 examples/sec; 0.154 sec/batch)
2016-11-28 18:25:31.928670: step 2030, loss = 1.55 (795.7 examples/sec; 0.161 sec/batch)
2016-11-28 18:25:33.492903: step 2040, loss = 1.61 (841.0 examples/sec; 0.152 sec/batch)
2016-11-28 18:25:35.062334: step 2050, loss = 1.61 (789.4 examples/sec; 0.162 sec/batch)
2016-11-28 18:25:36.624471: step 2060, loss = 1.56 (799.0 examples/sec; 0.160 sec/batch)
2016-11-28 18:25:38.203897: step 2070, loss = 1.62 (855.9 examples/sec; 0.150 sec/batch)
2016-11-28 18:25:39.778907: step 2080, loss = 1.56 (811.9 examples/sec; 0.158 sec/batch)
2016-11-28 18:25:41.345301: step 2090, loss = 1.81 (823.0 examples/sec; 0.156 sec/batch)
2016-11-28 18:25:42.909954: step 2100, loss = 1.92 (824.5 examples/sec; 0.155 sec/batch)
2016-11-28 18:25:44.681235: step 2110, loss = 1.75 (802.1 examples/sec; 0.160 sec/batch)
2016-11-28 18:25:46.243406: step 2120, loss = 1.65 (839.4 examples/sec; 0.152 sec/batch)
2016-11-28 18:25:47.815304: step 2130, loss = 1.51 (799.7 examples/sec; 0.160 sec/batch)
2016-11-28 18:25:49.385959: step 2140, loss = 1.46 (825.9 examples/sec; 0.155 sec/batch)
2016-11-28 18:25:50.951317: step 2150, loss = 1.56 (795.5 examples/sec; 0.161 sec/batch)
2016-11-28 18:25:52.507865: step 2160, loss = 1.69 (837.9 examples/sec; 0.153 sec/batch)
2016-11-28 18:25:54.067851: step 2170, loss = 1.57 (812.2 examples/sec; 0.158 sec/batch)
2016-11-28 18:25:55.628573: step 2180, loss = 1.62 (845.3 examples/sec; 0.151 sec/batch)
2016-11-28 18:25:57.199379: step 2190, loss = 1.70 (834.9 examples/sec; 0.153 sec/batch)
2016-11-28 18:25:58.771013: step 2200, loss = 1.62 (811.4 examples/sec; 0.158 sec/batch)
2016-11-28 18:26:00.536656: step 2210, loss = 1.62 (804.4 examples/sec; 0.159 sec/batch)
2016-11-28 18:26:02.113051: step 2220, loss = 1.55 (788.8 examples/sec; 0.162 sec/batch)
2016-11-28 18:26:03.694439: step 2230, loss = 1.58 (781.4 examples/sec; 0.164 sec/batch)
2016-11-28 18:26:05.318124: step 2240, loss = 1.50 (802.5 examples/sec; 0.159 sec/batch)
2016-11-28 18:26:06.924474: step 2250, loss = 1.63 (788.2 examples/sec; 0.162 sec/batch)
2016-11-28 18:26:08.540737: step 2260, loss = 1.57 (811.9 examples/sec; 0.158 sec/batch)
2016-11-28 18:26:10.165220: step 2270, loss = 1.44 (790.2 examples/sec; 0.162 sec/batch)
2016-11-28 18:26:11.786948: step 2280, loss = 1.62 (796.7 examples/sec; 0.161 sec/batch)
2016-11-28 18:26:13.403639: step 2290, loss = 1.58 (825.0 examples/sec; 0.155 sec/batch)
2016-11-28 18:26:15.015845: step 2300, loss = 1.56 (791.3 examples/sec; 0.162 sec/batch)
2016-11-28 18:26:16.804018: step 2310, loss = 1.74 (802.6 examples/sec; 0.159 sec/batch)
2016-11-28 18:26:18.374304: step 2320, loss = 1.53 (795.5 examples/sec; 0.161 sec/batch)
2016-11-28 18:26:19.947533: step 2330, loss = 1.68 (776.1 examples/sec; 0.165 sec/batch)
2016-11-28 18:26:21.522209: step 2340, loss = 1.50 (828.5 examples/sec; 0.155 sec/batch)
2016-11-28 18:26:23.104614: step 2350, loss = 1.56 (811.7 examples/sec; 0.158 sec/batch)
2016-11-28 18:26:24.686268: step 2360, loss = 1.51 (843.8 examples/sec; 0.152 sec/batch)
2016-11-28 18:26:26.259716: step 2370, loss = 1.44 (801.6 examples/sec; 0.160 sec/batch)
2016-11-28 18:26:27.837560: step 2380, loss = 1.51 (765.2 examples/sec; 0.167 sec/batch)
2016-11-28 18:26:29.426472: step 2390, loss = 1.55 (790.3 examples/sec; 0.162 sec/batch)
2016-11-28 18:26:31.016216: step 2400, loss = 1.30 (794.7 examples/sec; 0.161 sec/batch)
2016-11-28 18:26:32.810742: step 2410, loss = 1.54 (786.2 examples/sec; 0.163 sec/batch)
2016-11-28 18:26:34.385813: step 2420, loss = 1.48 (787.2 examples/sec; 0.163 sec/batch)
