Filling queue with 20000 CIFAR images before starting to train. This will take a few minutes.
WARNING:tensorflow:From cifar10_train.py:81 in train.: all_variables (from tensorflow.python.ops.variables) is deprecated and will be removed after 2016-03-02.
Instructions for updating:
Please use tf.global_variables instead.
2016-12-08 17:43:23.322993: step 0, loss = 4.68 (27.8 examples/sec; 4.610 sec/batch)
2016-12-08 17:44:12.174582: step 410, loss = 3.26 (1112.6 examples/sec; 0.115 sec/batch)
2016-12-08 17:44:13.281270: step 420, loss = 3.19 (1150.2 examples/sec; 0.111 sec/batch)
2016-12-08 17:44:14.399987: step 430, loss = 3.14 (1122.4 examples/sec; 0.114 sec/batch)
2016-12-08 17:44:15.568376: step 440, loss = 3.57 (1037.2 examples/sec; 0.123 sec/batch)
2016-12-08 17:44:16.662698: step 450, loss = 3.17 (1187.0 examples/sec; 0.108 sec/batch)
2016-12-08 17:44:17.760764: step 460, loss = 3.45 (1156.5 examples/sec; 0.111 sec/batch)
2016-12-08 17:44:18.986591: step 470, loss = 3.02 (1112.5 examples/sec; 0.115 sec/batch)
2016-12-08 17:44:20.117438: step 480, loss = 3.28 (1059.9 examples/sec; 0.121 sec/batch)
2016-12-08 17:44:21.184384: step 490, loss = 3.42 (1194.5 examples/sec; 0.107 sec/batch)
2016-12-08 17:44:22.329848: step 500, loss = 3.22 (1104.9 examples/sec; 0.116 sec/batch)
2016-12-08 17:44:23.665297: step 510, loss = 3.12 (1122.5 examples/sec; 0.114 sec/batch)
2016-12-08 17:44:24.754687: step 520, loss = 3.12 (1236.8 examples/sec; 0.103 sec/batch)
2016-12-08 17:44:25.862221: step 530, loss = 2.86 (1122.8 examples/sec; 0.114 sec/batch)
2016-12-08 17:44:27.020326: step 540, loss = 3.13 (1168.0 examples/sec; 0.110 sec/batch)
2016-12-08 17:44:28.181720: step 550, loss = 2.93 (1140.6 examples/sec; 0.112 sec/batch)
2016-12-08 17:44:29.295447: step 560, loss = 3.11 (1176.4 examples/sec; 0.109 sec/batch)
2016-12-08 17:44:30.425031: step 570, loss = 3.02 (1108.6 examples/sec; 0.115 sec/batch)
2016-12-08 17:44:31.588288: step 580, loss = 3.02 (1036.4 examples/sec; 0.123 sec/batch)
2016-12-08 17:44:32.935263: step 590, loss = 2.90 (1027.3 examples/sec; 0.125 sec/batch)
2016-12-08 17:44:34.078215: step 600, loss = 3.14 (1027.3 examples/sec; 0.125 sec/batch)
2016-12-08 17:44:35.437256: step 610, loss = 2.87 (1148.9 examples/sec; 0.111 sec/batch)
2016-12-08 17:44:36.588558: step 620, loss = 3.08 (1203.7 examples/sec; 0.106 sec/batch)
2016-12-08 17:44:37.667659: step 630, loss = 3.12 (1073.8 examples/sec; 0.119 sec/batch)
2016-12-08 17:44:38.829391: step 640, loss = 2.85 (1017.5 examples/sec; 0.126 sec/batch)
2016-12-08 17:44:39.958442: step 650, loss = 2.93 (1146.2 examples/sec; 0.112 sec/batch)
2016-12-08 17:44:41.039223: step 660, loss = 2.84 (1225.7 examples/sec; 0.104 sec/batch)
2016-12-08 17:44:42.213285: step 670, loss = 2.78 (1150.3 examples/sec; 0.111 sec/batch)
2016-12-08 17:44:43.373496: step 680, loss = 2.62 (1160.4 examples/sec; 0.110 sec/batch)
2016-12-08 17:44:44.498507: step 690, loss = 2.84 (1150.9 examples/sec; 0.111 sec/batch)
2016-12-08 17:44:45.575894: step 700, loss = 2.66 (1022.6 examples/sec; 0.125 sec/batch)
2016-12-08 17:44:46.894445: step 710, loss = 2.90 (1124.1 examples/sec; 0.114 sec/batch)
2016-12-08 17:44:48.024980: step 720, loss = 2.73 (1104.8 examples/sec; 0.116 sec/batch)
2016-12-08 17:44:49.101100: step 730, loss = 2.78 (1233.2 examples/sec; 0.104 sec/batch)
2016-12-08 17:44:50.251660: step 740, loss = 2.72 (1176.2 examples/sec; 0.109 sec/batch)
2016-12-08 17:44:51.422512: step 750, loss = 2.71 (1037.3 examples/sec; 0.123 sec/batch)
2016-12-08 17:44:52.531981: step 760, loss = 2.72 (1207.4 examples/sec; 0.106 sec/batch)
2016-12-08 17:44:53.606306: step 770, loss = 2.68 (1215.9 examples/sec; 0.105 sec/batch)
2016-12-08 17:44:54.719746: step 780, loss = 2.70 (1180.2 examples/sec; 0.108 sec/batch)
2016-12-08 17:44:55.891135: step 790, loss = 2.68 (1103.2 examples/sec; 0.116 sec/batch)
2016-12-08 17:44:56.985724: step 800, loss = 2.52 (1290.8 examples/sec; 0.099 sec/batch)
2016-12-08 17:44:58.317195: step 810, loss = 2.66 (1061.5 examples/sec; 0.121 sec/batch)
2016-12-08 17:44:59.486110: step 820, loss = 2.76 (1154.1 examples/sec; 0.111 sec/batch)
2016-12-08 17:45:00.622228: step 830, loss = 2.71 (952.5 examples/sec; 0.134 sec/batch)
2016-12-08 17:45:01.722450: step 840, loss = 2.73 (1152.6 examples/sec; 0.111 sec/batch)
2016-12-08 17:45:02.870028: step 850, loss = 2.47 (1126.6 examples/sec; 0.114 sec/batch)
2016-12-08 17:45:03.986393: step 860, loss = 2.68 (1160.0 examples/sec; 0.110 sec/batch)
2016-12-08 17:45:05.069299: step 870, loss = 2.65 (1238.8 examples/sec; 0.103 sec/batch)
2016-12-08 17:45:06.199694: step 880, loss = 2.59 (1068.7 examples/sec; 0.120 sec/batch)
2016-12-08 17:45:07.361560: step 890, loss = 2.58 (1124.7 examples/sec; 0.114 sec/batch)
2016-12-08 17:45:08.485232: step 900, loss = 2.55 (1205.0 examples/sec; 0.106 sec/batch)
2016-12-08 17:45:09.773777: step 910, loss = 2.77 (1186.4 examples/sec; 0.108 sec/batch)
2016-12-08 17:45:10.884695: step 920, loss = 2.48 (1184.0 examples/sec; 0.108 sec/batch)
2016-12-08 17:45:12.005609: step 930, loss = 2.40 (1166.9 examples/sec; 0.110 sec/batch)
2016-12-08 17:45:13.135121: step 940, loss = 2.42 (1057.0 examples/sec; 0.121 sec/batch)
2016-12-08 17:45:14.414161: step 950, loss = 2.28 (933.0 examples/sec; 0.137 sec/batch)
2016-12-08 17:45:15.599256: step 960, loss = 2.56 (1164.6 examples/sec; 0.110 sec/batch)
2016-12-08 17:45:16.721822: step 970, loss = 2.68 (1260.9 examples/sec; 0.102 sec/batch)
2016-12-08 17:45:17.813991: step 980, loss = 2.38 (1181.7 examples/sec; 0.108 sec/batch)
2016-12-08 17:45:18.936463: step 990, loss = 2.27 (1105.1 examples/sec; 0.116 sec/batch)
2016-12-08 17:45:20.079285: step 1000, loss = 2.48 (1140.9 examples/sec; 0.112 sec/batch)
2016-12-08 17:45:22.027586: step 1010, loss = 2.48 (1145.5 examples/sec; 0.112 sec/batch)
2016-12-08 17:45:23.176479: step 1020, loss = 2.43 (1101.5 examples/sec; 0.116 sec/batch)
2016-12-08 17:45:24.335066: step 1030, loss = 2.47 (1131.2 examples/sec; 0.113 sec/batch)
2016-12-08 17:45:25.397471: step 1040, loss = 2.36 (1129.6 examples/sec; 0.113 sec/batch)
2016-12-08 17:45:26.517972: step 1050, loss = 2.32 (1106.3 examples/sec; 0.116 sec/batch)
2016-12-08 17:45:27.633078: step 1060, loss = 2.50 (1174.9 examples/sec; 0.109 sec/batch)
2016-12-08 17:45:28.748716: step 1070, loss = 2.36 (1242.9 examples/sec; 0.103 sec/batch)
2016-12-08 17:45:29.831295: step 1080, loss = 2.26 (1094.4 examples/sec; 0.117 sec/batch)
2016-12-08 17:45:30.959053: step 1090, loss = 2.35 (1078.8 examples/sec; 0.119 sec/batch)
2016-12-08 17:45:32.085025: step 1100, loss = 2.65 (1068.4 examples/sec; 0.120 sec/batch)
2016-12-08 17:45:33.553591: step 1110, loss = 2.37 (872.4 examples/sec; 0.147 sec/batch)
2016-12-08 17:45:34.794231: step 1120, loss = 2.23 (1143.3 examples/sec; 0.112 sec/batch)
2016-12-08 17:45:35.932806: step 1130, loss = 2.22 (941.8 examples/sec; 0.136 sec/batch)
2016-12-08 17:45:37.028457: step 1140, loss = 2.22 (1230.9 examples/sec; 0.104 sec/batch)
2016-12-08 17:45:38.194079: step 1150, loss = 2.11 (1007.7 examples/sec; 0.127 sec/batch)
2016-12-08 17:45:39.307361: step 1160, loss = 2.47 (1160.4 examples/sec; 0.110 sec/batch)
2016-12-08 17:45:40.486136: step 1170, loss = 2.17 (1150.6 examples/sec; 0.111 sec/batch)
2016-12-08 17:45:41.574083: step 1180, loss = 2.23 (1078.5 examples/sec; 0.119 sec/batch)
2016-12-08 17:45:42.669851: step 1190, loss = 2.17 (1171.4 examples/sec; 0.109 sec/batch)
2016-12-08 17:45:43.833296: step 1200, loss = 2.35 (1037.0 examples/sec; 0.123 sec/batch)
2016-12-08 17:45:45.078677: step 1210, loss = 2.18 (1228.2 examples/sec; 0.104 sec/batch)
2016-12-08 17:45:46.233420: step 1220, loss = 2.27 (1096.7 examples/sec; 0.117 sec/batch)
2016-12-08 17:45:47.404165: step 1230, loss = 2.08 (1107.5 examples/sec; 0.116 sec/batch)
2016-12-08 17:45:48.529355: step 1240, loss = 2.27 (1214.1 examples/sec; 0.105 sec/batch)
2016-12-08 17:45:49.683797: step 1250, loss = 2.05 (970.5 examples/sec; 0.132 sec/batch)
2016-12-08 17:45:50.918680: step 1260, loss = 2.25 (1019.6 examples/sec; 0.126 sec/batch)
2016-12-08 17:45:52.169270: step 1270, loss = 2.19 (664.6 examples/sec; 0.193 sec/batch)
2016-12-08 17:45:53.271570: step 1280, loss = 2.01 (903.9 examples/sec; 0.142 sec/batch)
2016-12-08 17:45:54.415879: step 1290, loss = 1.95 (1201.8 examples/sec; 0.107 sec/batch)
2016-12-08 17:45:55.545536: step 1300, loss = 2.12 (1181.7 examples/sec; 0.108 sec/batch)
2016-12-08 17:45:56.831695: step 1310, loss = 2.05 (1240.0 examples/sec; 0.103 sec/batch)
2016-12-08 17:45:57.927894: step 1320, loss = 2.13 (977.6 examples/sec; 0.131 sec/batch)
2016-12-08 17:45:59.054320: step 1330, loss = 2.17 (1158.0 examples/sec; 0.111 sec/batch)
2016-12-08 17:46:00.189864: step 1340, loss = 2.03 (1175.5 examples/sec; 0.109 sec/batch)
2016-12-08 17:46:01.244577: step 1350, loss = 2.07 (1217.0 examples/sec; 0.105 sec/batch)
2016-12-08 17:46:02.359753: step 1360, loss = 2.09 (1188.4 examples/sec; 0.108 sec/batch)
2016-12-08 17:46:03.480938: step 1370, loss = 2.19 (1152.6 examples/sec; 0.111 sec/batch)
2016-12-08 17:46:04.627300: step 1380, loss = 1.80 (1249.9 examples/sec; 0.102 sec/batch)
2016-12-08 17:46:05.722696: step 1390, loss = 2.12 (1174.6 examples/sec; 0.109 sec/batch)
2016-12-08 17:46:06.845113: step 1400, loss = 2.07 (1023.9 examples/sec; 0.125 sec/batch)
2016-12-08 17:46:08.145620: step 1410, loss = 2.16 (1110.0 examples/sec; 0.115 sec/batch)
2016-12-08 17:46:09.210372: step 1420, loss = 2.09 (1186.3 examples/sec; 0.108 sec/batch)
2016-12-08 17:46:10.328341: step 1430, loss = 1.97 (1169.8 examples/sec; 0.109 sec/batch)
2016-12-08 17:46:11.443162: step 1440, loss = 1.99 (1121.5 examples/sec; 0.114 sec/batch)
2016-12-08 17:46:12.648703: step 1450, loss = 2.06 (986.1 examples/sec; 0.130 sec/batch)
2016-12-08 17:46:13.842727: step 1460, loss = 2.03 (1064.2 examples/sec; 0.120 sec/batch)
2016-12-08 17:46:15.045188: step 1470, loss = 1.88 (1164.9 examples/sec; 0.110 sec/batch)
2016-12-08 17:46:16.183901: step 1480, loss = 1.76 (1115.3 examples/sec; 0.115 sec/batch)
2016-12-08 17:46:17.251143: step 1490, loss = 1.92 (1227.6 examples/sec; 0.104 sec/batch)
2016-12-08 17:46:18.380692: step 1500, loss = 2.00 (1089.2 examples/sec; 0.118 sec/batch)
2016-12-08 17:46:19.723102: step 1510, loss = 1.80 (1103.3 examples/sec; 0.116 sec/batch)
2016-12-08 17:46:20.822589: step 1520, loss = 1.83 (1205.9 examples/sec; 0.106 sec/batch)
2016-12-08 17:46:21.921334: step 1530, loss = 1.97 (1085.6 examples/sec; 0.118 sec/batch)
2016-12-08 17:46:23.031158: step 1540, loss = 1.89 (1102.3 examples/sec; 0.116 sec/batch)
2016-12-08 17:46:24.124318: step 1550, loss = 1.89 (1227.2 examples/sec; 0.104 sec/batch)
2016-12-08 17:46:25.185021: step 1560, loss = 1.87 (1231.9 examples/sec; 0.104 sec/batch)
2016-12-08 17:46:26.354623: step 1570, loss = 1.83 (1176.5 examples/sec; 0.109 sec/batch)
2016-12-08 17:46:27.510031: step 1580, loss = 1.90 (1090.1 examples/sec; 0.117 sec/batch)
2016-12-08 17:46:28.657304: step 1590, loss = 1.69 (1189.8 examples/sec; 0.108 sec/batch)
2016-12-08 17:46:29.712997: step 1600, loss = 1.70 (1170.0 examples/sec; 0.109 sec/batch)
2016-12-08 17:46:31.037015: step 1610, loss = 1.97 (1116.0 examples/sec; 0.115 sec/batch)
2016-12-08 17:46:32.148264: step 1620, loss = 1.81 (1179.1 examples/sec; 0.109 sec/batch)
2016-12-08 17:46:33.194326: step 1630, loss = 1.78 (1232.2 examples/sec; 0.104 sec/batch)
2016-12-08 17:46:34.312943: step 1640, loss = 1.90 (1112.8 examples/sec; 0.115 sec/batch)
2016-12-08 17:46:35.433389: step 1650, loss = 1.93 (1190.4 examples/sec; 0.108 sec/batch)
2016-12-08 17:46:36.548381: step 1660, loss = 1.86 (1134.5 examples/sec; 0.113 sec/batch)
2016-12-08 17:46:37.723880: step 1670, loss = 1.74 (1072.6 examples/sec; 0.119 sec/batch)
2016-12-08 17:46:38.850950: step 1680, loss = 1.89 (1183.5 examples/sec; 0.108 sec/batch)
2016-12-08 17:46:40.001561: step 1690, loss = 1.93 (1139.5 examples/sec; 0.112 sec/batch)
2016-12-08 17:46:41.070446: step 1700, loss = 1.67 (1222.1 examples/sec; 0.105 sec/batch)
2016-12-08 17:46:42.403669: step 1710, loss = 1.94 (1178.2 examples/sec; 0.109 sec/batch)
2016-12-08 17:46:43.549838: step 1720, loss = 1.78 (914.7 examples/sec; 0.140 sec/batch)
2016-12-08 17:46:44.644151: step 1730, loss = 1.68 (1239.2 examples/sec; 0.103 sec/batch)
2016-12-08 17:46:45.682115: step 1740, loss = 1.83 (1182.1 examples/sec; 0.108 sec/batch)
2016-12-08 17:46:46.778585: step 1750, loss = 1.78 (1184.2 examples/sec; 0.108 sec/batch)
2016-12-08 17:46:47.861523: step 1760, loss = 1.87 (1222.5 examples/sec; 0.105 sec/batch)
2016-12-08 17:46:48.935426: step 1770, loss = 1.84 (1176.7 examples/sec; 0.109 sec/batch)
2016-12-08 17:46:50.029403: step 1780, loss = 1.81 (1202.6 examples/sec; 0.106 sec/batch)
2016-12-08 17:46:51.109362: step 1790, loss = 1.80 (1131.4 examples/sec; 0.113 sec/batch)
2016-12-08 17:46:52.186282: step 1800, loss = 1.56 (1197.5 examples/sec; 0.107 sec/batch)
2016-12-08 17:46:53.441425: step 1810, loss = 1.67 (1190.5 examples/sec; 0.108 sec/batch)
2016-12-08 17:46:54.582299: step 1820, loss = 1.72 (1176.1 examples/sec; 0.109 sec/batch)
2016-12-08 17:46:55.765880: step 1830, loss = 1.92 (1104.4 examples/sec; 0.116 sec/batch)
2016-12-08 17:46:56.877181: step 1840, loss = 1.66 (1267.8 examples/sec; 0.101 sec/batch)
2016-12-08 17:46:57.989752: step 1850, loss = 1.65 (1106.4 examples/sec; 0.116 sec/batch)
2016-12-08 17:46:59.110439: step 1860, loss = 1.72 (1190.8 examples/sec; 0.107 sec/batch)
2016-12-08 17:47:00.212594: step 1870, loss = 1.77 (1182.7 examples/sec; 0.108 sec/batch)
2016-12-08 17:47:01.309858: step 1880, loss = 1.68 (1233.4 examples/sec; 0.104 sec/batch)
2016-12-08 17:47:02.429678: step 1890, loss = 1.65 (1220.9 examples/sec; 0.105 sec/batch)
2016-12-08 17:47:03.545722: step 1900, loss = 1.70 (1164.7 examples/sec; 0.110 sec/batch)
2016-12-08 17:47:04.823600: step 1910, loss = 1.81 (1239.5 examples/sec; 0.103 sec/batch)
2016-12-08 17:47:05.918744: step 1920, loss = 1.46 (1123.7 examples/sec; 0.114 sec/batch)
2016-12-08 17:47:07.032691: step 1930, loss = 1.64 (1163.6 examples/sec; 0.110 sec/batch)
2016-12-08 17:47:08.135612: step 1940, loss = 1.58 (1134.0 examples/sec; 0.113 sec/batch)
2016-12-08 17:47:09.218654: step 1950, loss = 1.49 (1194.7 examples/sec; 0.107 sec/batch)
2016-12-08 17:47:10.313277: step 1960, loss = 1.66 (1163.7 examples/sec; 0.110 sec/batch)
2016-12-08 17:47:11.515132: step 1970, loss = 1.65 (961.1 examples/sec; 0.133 sec/batch)
2016-12-08 17:47:12.842724: step 1980, loss = 1.53 (1077.5 examples/sec; 0.119 sec/batch)
2016-12-08 17:47:13.928911: step 1990, loss = 1.64 (1144.4 examples/sec; 0.112 sec/batch)
2016-12-08 17:47:15.090536: step 2000, loss = 1.54 (1176.1 examples/sec; 0.109 sec/batch)
2016-12-08 17:47:16.985897: step 2010, loss = 1.67 (1249.3 examples/sec; 0.102 sec/batch)
2016-12-08 17:47:18.086652: step 2020, loss = 1.52 (1208.4 examples/sec; 0.106 sec/batch)
2016-12-08 17:47:19.190446: step 2030, loss = 1.67 (1157.0 examples/sec; 0.111 sec/batch)
2016-12-08 17:47:20.323945: step 2040, loss = 1.61 (1178.6 examples/sec; 0.109 sec/batch)
2016-12-08 17:47:21.395946: step 2050, loss = 1.51 (1171.2 examples/sec; 0.109 sec/batch)
2016-12-08 17:47:22.501337: step 2060, loss = 1.66 (1168.8 examples/sec; 0.110 sec/batch)
2016-12-08 17:47:23.592795: step 2070, loss = 1.51 (1182.0 examples/sec; 0.108 sec/batch)
2016-12-08 17:47:24.768700: step 2080, loss = 1.51 (1247.4 examples/sec; 0.103 sec/batch)
2016-12-08 17:47:25.878080: step 2090, loss = 1.64 (1048.2 examples/sec; 0.122 sec/batch)
2016-12-08 17:47:26.995532: step 2100, loss = 1.81 (1102.7 examples/sec; 0.116 sec/batch)
2016-12-08 17:47:28.344008: step 2110, loss = 1.46 (1029.9 examples/sec; 0.124 sec/batch)
2016-12-08 17:47:29.397192: step 2120, loss = 1.62 (1158.5 examples/sec; 0.110 sec/batch)
2016-12-08 17:47:30.537236: step 2130, loss = 1.61 (1193.3 examples/sec; 0.107 sec/batch)
2016-12-08 17:47:31.703266: step 2140, loss = 1.47 (1123.7 examples/sec; 0.114 sec/batch)
2016-12-08 17:47:32.794625: step 2150, loss = 1.53 (1197.5 examples/sec; 0.107 sec/batch)
2016-12-08 17:47:33.876368: step 2160, loss = 1.59 (1183.9 examples/sec; 0.108 sec/batch)
2016-12-08 17:47:35.001147: step 2170, loss = 1.67 (1092.5 examples/sec; 0.117 sec/batch)
2016-12-08 17:47:36.141718: step 2180, loss = 1.66 (973.5 examples/sec; 0.131 sec/batch)
2016-12-08 17:47:37.202469: step 2190, loss = 1.64 (1220.0 examples/sec; 0.105 sec/batch)
2016-12-08 17:47:38.358780: step 2200, loss = 1.46 (1180.0 examples/sec; 0.108 sec/batch)
2016-12-08 17:47:39.683498: step 2210, loss = 1.57 (1123.4 examples/sec; 0.114 sec/batch)
2016-12-08 17:47:40.774418: step 2220, loss = 1.56 (1209.6 examples/sec; 0.106 sec/batch)
2016-12-08 17:47:41.861493: step 2230, loss = 1.76 (1152.8 examples/sec; 0.111 sec/batch)
2016-12-08 17:47:43.066698: step 2240, loss = 1.53 (954.2 examples/sec; 0.134 sec/batch)
2016-12-08 17:47:44.235981: step 2250, loss = 1.51 (1157.6 examples/sec; 0.111 sec/batch)
2016-12-08 17:47:45.346987: step 2260, loss = 1.59 (1090.5 examples/sec; 0.117 sec/batch)
2016-12-08 17:47:46.684836: step 2270, loss = 1.33 (1133.5 examples/sec; 0.113 sec/batch)
2016-12-08 17:47:47.784587: step 2280, loss = 1.56 (1169.3 examples/sec; 0.109 sec/batch)
2016-12-08 17:47:48.846181: step 2290, loss = 1.47 (1243.5 examples/sec; 0.103 sec/batch)
2016-12-08 17:47:49.941201: step 2300, loss = 1.44 (1025.6 examples/sec; 0.125 sec/batch)
2016-12-08 17:47:51.260913: step 2310, loss = 1.63 (1176.8 examples/sec; 0.109 sec/batch)
2016-12-08 17:47:52.375298: step 2320, loss = 1.42 (1220.8 examples/sec; 0.105 sec/batch)
2016-12-08 17:47:53.429880: step 2330, loss = 1.37 (1154.8 examples/sec; 0.111 sec/batch)
2016-12-08 17:47:54.520667: step 2340, loss = 1.35 (1188.1 examples/sec; 0.108 sec/batch)
2016-12-08 17:47:55.610368: step 2350, loss = 1.49 (1193.9 examples/sec; 0.107 sec/batch)
2016-12-08 17:47:56.674825: step 2360, loss = 1.51 (1254.8 examples/sec; 0.102 sec/batch)
2016-12-08 17:47:57.768180: step 2370, loss = 1.53 (953.9 examples/sec; 0.134 sec/batch)
2016-12-08 17:47:58.902801: step 2380, loss = 1.49 (1111.2 examples/sec; 0.115 sec/batch)
2016-12-08 17:48:00.012825: step 2390, loss = 1.51 (1189.9 examples/sec; 0.108 sec/batch)
2016-12-08 17:48:01.121107: step 2400, loss = 1.49 (1232.0 examples/sec; 0.104 sec/batch)
2016-12-08 17:48:02.646528: step 2410, loss = 1.42 (1184.7 examples/sec; 0.108 sec/batch)
2016-12-08 17:48:03.828441: step 2420, loss = 1.26 (1121.1 examples/sec; 0.114 sec/batch)
2016-12-08 17:48:04.885237: step 2430, loss = 1.45 (1213.7 examples/sec; 0.105 sec/batch)
2016-12-08 17:48:05.976641: step 2440, loss = 1.40 (1160.3 examples/sec; 0.110 sec/batch)
2016-12-08 17:48:07.070309: step 2450, loss = 1.46 (1217.1 examples/sec; 0.105 sec/batch)
2016-12-08 17:48:08.181207: step 2460, loss = 1.43 (1171.6 examples/sec; 0.109 sec/batch)
2016-12-08 17:48:09.221168: step 2470, loss = 1.41 (1217.2 examples/sec; 0.105 sec/batch)
2016-12-08 17:48:10.308047: step 2480, loss = 1.32 (1168.1 examples/sec; 0.110 sec/batch)
2016-12-08 17:48:11.394699: step 2490, loss = 1.29 (1221.7 examples/sec; 0.105 sec/batch)
2016-12-08 17:48:12.521002: step 2500, loss = 1.23 (1060.5 examples/sec; 0.121 sec/batch)
2016-12-08 17:48:13.788427: step 2510, loss = 1.60 (1126.4 examples/sec; 0.114 sec/batch)
2016-12-08 17:48:14.896163: step 2520, loss = 1.31 (1175.9 examples/sec; 0.109 sec/batch)
2016-12-08 17:48:16.047944: step 2530, loss = 1.37 (1194.7 examples/sec; 0.107 sec/batch)
2016-12-08 17:48:17.097902: step 2540, loss = 1.40 (1215.7 examples/sec; 0.105 sec/batch)
2016-12-08 17:48:18.248227: step 2550, loss = 1.36 (1172.6 examples/sec; 0.109 sec/batch)
2016-12-08 17:48:19.355288: step 2560, loss = 1.54 (1089.8 examples/sec; 0.117 sec/batch)
2016-12-08 17:48:20.467350: step 2570, loss = 1.38 (1138.4 examples/sec; 0.112 sec/batch)
2016-12-08 17:48:21.529890: step 2580, loss = 1.41 (1189.7 examples/sec; 0.108 sec/batch)
2016-12-08 17:48:22.638969: step 2590, loss = 1.66 (1053.6 examples/sec; 0.121 sec/batch)
